,Headline,Target
663,"Says he ""was the only Republican"" to vote against creating a House panel to investigate Planned Parenthood.",true
664,"""I earned more votes in the state of Wisconsin than Donald Trump did in New York.""",true
665,"""A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.""",true
666,"""As a former federal prosecutor, I prosecuted over 4,000 cases.""",true
667,"Says Republican presidential candidate and Gov. John Kasich has spent 177 days out of state and used $350,000 in taxpayer money on his ""costly campaign.""",true
668,"Says New Hampshire’s second congressional district includes two counties where ""almost 5 percent if not more"" of residents are enrolled in the state’s expanded Medicaid program.",true
669,"In nine Democratic debates, ""We've not had one question about a woman's right to make her own decisions about reproductive health care, not one question.""",true
670,"""Right now, here in Texas, wind power is already cheaper than dirty fossil fuels.""",true
671,"""In Malaysia … many of the workers are indentured servants because their passports are taken away when they come into this country and are working in slave-like conditions.""",true
672,"States with ""the highest gun ownership rates also have the highest suicide rates.""",true
673,"Polls show ""Hillary Clinton wins every time with Donald Trump"" as her opponent.",true
674,"""More people are struck by lightning than commit in-person voter fraud"" by impersonation.",true
675,"""The barber regulation here in Missouri is 10,000 words long….the book of Revelation is (also) 10,000 words long.""",true
676,"When it comes to fighting terrorism, ""Another thing we know that does not work, based on lots of empirical evidence, is torture.""",true
677,"""Big soda has a lot of money. They make a lot of profit off their product and they market in neighborhoods that suffer from these very things that we’re trying to cure.""",true
678,"""Since 1900, six (U.S. Supreme Court) justices have been confirmed during election years, including Justice Anthony Kennedy, who was confirmed in the final year of the Reagan Administration.""",true
679,"""During three and a half years of campaigning,"" Lamar Smith ""has never once appeared at a moderated debate to defend his positions on the issues.""",true
680,"""Virginia now is the number one exporter of (agricultural) products to Cuba. We have now jumped to number one.""",true
681,"""Bernie Sanders passed more roll call amendments in a Republican Congress than any other member.""",true
682,"""According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms.""",true
683,"""We do not have an overcrowding problem. As a matter of fact, Rhode Island has one of the lowest incarceration rates in the country.""",true
684,"""Six justices"" on the U.S. Supreme Court have been ""confirmed in presidential election years since 1912.""",true
685,"""Six justices"" on the U.S. Supreme Court have been ""confirmed in presidential election years since 1912.""",true
686,"Says a YouTube video shows Thomas DiMassimo, the man who rushed Trump at an Ohio rally, ""dragging the American flag on the ground like it was a piece of garbage.""",true
687,"""Gun violence is by far the leading cause of death for young African American men, outstripping the next nine causes of death combined.""",true
688,"The U.S. ""doesn’t make television sets anymore.""",true
689,"""One would have to go back more than a century to find a scenario where a president’s nominee for the Supreme Court was confirmed by the opposition party in the Senate when the vacancy occurred during an election year.""",true
690,"""We understand that this heroin is primarily coming from Mexico, over the border.""",true
691,"""The Walton family of Walmart ... This one family owns more wealth than the bottom 40 percent of the American people.""",true
692,"""More than once, I've actually had a conversation with the protesters on substance.""",true
693,"Foreign aid ""is less than 1 percent of our federal budget.""",true
694,"""When the City and the Fairmount Park Conservancy invested $5 million in Hunting Park, crime went down 89 percent within a half mile radius of the park over the next three years.""",true
695,"Like Marco Rubio, Sen. Barack Obama had ""one of the worst attendance records in the Senate.""",true
696,"""There’s no correlation between primary turnout and wins in the fall in the last 11 elections.""",true
697,"""There have been multiple media reports about (Donald Trump's) business dealings with the mob, with the mafia.""",true
698,"""Texas is home to millions of Latinas, but the state has never elected a Latina to Congress.""",true
699,"""Building a wall"" on the U.S.-Mexico border ""will take literally years.""",true
700,"""African-Americans are more likely to be arrested by police and sentenced to longer prison terms for doing the same thing that whites do.""",true
701,"""There's never been a (U.S. Supreme Court) vacancy in the last, I think, 30 years, lasting longer than 237 days.""",true
702,"""People have actually broken down the transcripts for oral arguments and (Antonin Scalia) told more jokes and got more laughs than any of the other justices.""",true
703,"""We are almost halfway to our goal of 1,000 rapes prosecuted!""",true
704,"Says Donald ""Trump supported impeachment of President (George W.) Bush.""",true
705,"North Korea’s missiles are ""not going to have a capability to reach the United States anytime real soon.""",true
706,"""The African-American community lost half of their wealth as a result of the Wall Street collapse.""",true
707,Says President John F. Kennedy released a star Green Bay Packer from military reserve duty so that he could play in the 1961 NFL Championship Game.,true
708,"Says she ""is 6th in hard dollars raised and has more cash on hand than Governors (John) Kasich and (Chris) Christie combined.""",true
709,"""Owen in MA vs. Owen in RI … Advantage:Rhode Island.""",true
710,"China is ""practicing how to blow up our satellites.""",true
711,"""I am the only candidate that has endorsed Bernie Sanders for President. In PA, I've got Bernie's back.""",true
712,"""It is rare that a retirement grade determination is conducted for an officer previously retired from the U.S. armed forces.""",true
713,"""Texas is growing twice as fast as the rest of the country.""",true
714,"When a Gallup poll asked about presidential candidate characteristics, ""When they get to the question on, 'Would you vote for a socialist,' it is even less popular than voting for atheists.""",true
715,"""Since John F. Kennedy was assassinated in 1963, more Americans have died by gunfire within our own country than American servicemen and women who were killed in all our wars.""",true
716,"""Anyone can die of a toothache.""",true
717,"""In 40 years of broadcast, I have never endorsed any candidate.""",true
718,"""Two million new jobs have been created,"" in California since 2011.",true
719,"""Today, if you were raised poor, you’re just as likely to stay poor as you were 50 years ago.""",true
720,"Says Bernie Sanders ""has reversed his position on immunity"" for gun manufacturers and sellers.",true
721,"Boston is just 60 minutes away and it’s offering subsidies to developers who can charge higher rent than you can get in Providence while construction costs are more or less equal. As a result, the Boston skyline ""is completely dominated by the cranes.""",true
722,"Says Marco Rubio ""knows full well I voted for his amendment to increase military spending to $697 billion.""",true
723,"""Our businesses have created jobs every single month since (Obamacare) became law.""",true
724,"""Let’s start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.""",true
725,"Guantanamo has ""never been a key component of ISIS or al-Qaida propaganda.""",true
726,"""Here in Wisconsin, we've put in previous budgets more money into mental health services than any governor has in the last 25 years.""",true
727,"Says American polling shows Russian President Vladimir Putin has ""an 80 percent approval rating.""",true
728,"The United States spends ""almost three times per capita what they spend in the U.K."" on health care and ""50 percent more than they pay in France.""",true
729,"""If you are going to kill the families of terrorists, realize that there's something called the Geneva Convention we're going to have to pull out of.""",true
730,"Since 2008, Gwinnett County’s population has grown 15 percent, while the county government staff has increased only 1 percent.",true
731,"The U.S. ""tax rate on successful small businesses is 44.6 percent,"" while the business tax rate in Canada is 15 percent.",true
732,"""Since 2008, we have cut 5,000 positions"" from Virginia public schools.",true
733,"""Probably less than 4 percent"" of Wisconsin residents ""are enjoying the subsidies"" from Obamacare.",true
734,The number of people in Atlanta dying from HIV and AIDS declined 59 percent between 2004 and 2012.,true
735,"""Twenty-five percent of our kids in foster care are there because their parents are involved in drugs.""",true
736,"""The world food demand is going to double sometime between now and 2070.""",true
737,"Says President Barack Obama ""will not utter the words ‘radical Islamic terrorism’ and as matter of policy, nobody in the administration will say the words ‘radical Islamic terrorism.’""",true
738,"""More black babies are aborted in NYC than born.""",true
739,"""Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen.""",true
740,"Wisconsin’s 6th congressional ""district has more manufacturing jobs than almost any other"" in the nation.",true
741,"When President Barack Obama said ISIS, or ISIL, was contained, he ""was responding very specifically to the geographic expansion of ISIL in Iraq and Syria.""",true
742,Says income tax rates under Eisenhower were as high as 90 percent.,true
743,"Will Hurd ""tends to have a 96 percent straight Republican, straight party voting record.""",true
744,"""There are more words in the IRS code than there are in the Bible.""",true
745,"""Marco Rubio spent $400K of your tax dollars remodeling offices, and building a members-only lounge.""",true
746,"""Most Americans are ready to put it [marijuana prohibition] behind us and move on.""",true
747,"""‘Dark money’ spending"" in the 2016 election cycle ""is 10 times what it was at the same point in the 2012 election cycle,"" when it topped $308 million.",true
748,"Electric car sales in Georgia have dropped dramatically since a $5,000 tax credit was eliminated and a $200 annual registration fee was imposed July 1.",true
749,"A Texas police department bought an ad telling drug dealers, ""We can take your competition off the streets for FREE.""",true
750,"In 2008, then-Sen. Barack Obama ""missed 60 or 70 percent of his votes."" In 2004, John Kerry missed ""close to 60 to 70 percent"" and Bob Graham missed ""over 30 percent of his votes.""",true
751,"""After today, @GovJayNixon will have been overridden more times than all previous governors in #MO history #moleg""",true
752,Brewpubs can't sell growlers of their beer to customers.,true
753,"""60 percent of all Americans do not want to see Planned Parenthood defunded.""",true
754,"""Sen. Sanders did vote five times against the Brady bill.""",true
755,"Says Donald Trump ""supports eminent domain"" and the Supreme Court’s Kelo decision.",true
756,"""90% of Americans want national background checks that close loopholes.""",true
757,"""Since 2008, U.S. crude oil output has increased by over 80 percent, an increase of over 4 million barrels a day. That is the fastest increase in U.S. history.""",true
758,"""We have 650 people who move to Texas every day.""",true
759,"Says ""Bernie Sanders was there when it came to (same-sex) marriage 20 years ago. ... He was there when it wasn't popular.""",true
760,"""There’s no money"" for Planned Parenthood in the bill that would keep the government open.",true
761,The racial and ethnic makeup of the Gwinnett County Sheriff’s Office mirrors the community it serves.,true
762,"""Six of the 10 richest counties in the United States surround Washington, D.C.""",true
763,No openly gay man has ever been elected to the Georgia Legislature.,true
764,"On the main GOP presidential debate: ""Not one candidate on the debate stage has military experience … """,true
765,Tens of thousands of Atlanta households pay more than 30 percent of their income towards rent.,true
766,"""Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.""",true
767,"""Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.""",true
768,"""The marijuana that kids are smoking today is not the same as the marijuana that Jeb Bush smoked 40 years ago.""",true
769,"Georgia’s CRCT ""set some of the lowest expectations for student proficiency in the nation.""",true
770,"""I'm the only governor in America ... who signed a law that says there needs to be an independent investigation any time there's a death of someone in police custody.""",true
771,"""The State of Texas is funding … women’s health services at historically high levels; they just increased their level another $50 million for the next two years.""",true
772,"""Trump proposed enacting the largest tax increase in American history.""",true
773,"Georgia has the 9th highest rate of adults, ages 18 to 64, without a high school diploma or GED.",true
774,"""Of the 25 wealthiest nations, we're the only one that doesn't provide basic health coverage.""",true
775,"""Saudi Arabia has the third-largest military budget in the entire world.""",true
776,"""By the end of this budget I'm in right now, taxes will have been cut $4.7 billion in my state.""",true
777,"""More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.""",true
778,"Says Ron Johnson ""opposes entirely a federal minimum wage,"" except perhaps for ""guest workers.""",true
779,"""To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.""",true
780,"""Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.""",true
781,"""There are actually only 30 countries that practice birthright citizenship.""",true
782,"""Less than half of the poorest American households have a home Internet subscription.""",true
783,"""You’re more likely to get struck by lightning in Texas"" than find in-person voter fraud.",true
784,"Says Donald Trump has ""changed his mind"" on abortion.",true
785,"""African-American children are 500 percent more likely to die from asthma than white kids.""",true
786,"""The Republican presidential nominee hasn’t won women since 1988.""",true
787,"""As governor of Florida I defunded Planned Parenthood.""",true
788,"Wisconsin’s ""rainy day fund"" is ""165 times bigger than when we first took office.""",true
789,Caution: Kissing and cuddling chickens can be hazardous to your health.,true
790,"Since Volvo spurned Georgia for South Carolina in early May, some 3,455 jobs promising more than $800 million in investments have come to the Peach State.",true
791,"""The majority of the Hispanic population and the growth (of the population) is U.S.-born.""",true
792,"""With the exception of baby formula, the federal government does not require any food to carry an expiration date, and state laws vary widely.""",true
793,"Says David Jolly refused ""to cut spending for a national greenhouse in D.C.""",true
794,"""(Hillary Clinton's State Department) actually admonished one of her ambassadors because he wasn’t using the proper server.""",true
795,"Says Donald Trump ""has supported a Canadian-style universal health care system.""",true
796,The murder rate in Atlanta is on the rise this year.,true
797,Says Bill and Hillary Clinton attended Donald Trump's last wedding.,true
798,"""The actual deportations from the interior of the country are way down"" under President Obama.",true
799,"Says Scott Walker's views on abortion are more restrictive ""than any Republican president in recent times.""",true
800,"""In New Orleans, nearly 100 percent of our kids are in charter schools.""",true
801,"Despite what Donald Trump claims, ""there weren’t 15,000 people who turned out in Phoenix"" to see Trump speak.",true
802,"Says she ""called for addressing risks of derivatives, cracking down on subprime mortgages and improving financial oversight"" early on in the financial crisis.",true
803,"""Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case.""",true
804,"Replacing 100,000 old toilets with water-efficient models has saved 2.4 million gallons of water every day.",true
805,"""Greece is not a big economy. It's about the size of metropolitan Miami.""",true
806,"""The House of Representatives just voted 300-131 to remove ‘country-of-origin labeling’ on chicken, pork, and beef sold in the U.S.""",true
807,"Says his release of 33 years of tax returns is ""more than any presidential candidate in history.""",true
808,"Only five states, including Georgia, do not have a hate crimes law.",true
809,"""If you want to vote in"" Texas, ""you can use a concealed-weapon permit as a valid form of identification, but a valid student ID isn’t good enough.""",true
810,"Between 1980 and 2010, water usage in Georgia dropped even as the state’s population grew.",true
811,"""46 percent of women between the age of 16 to 24 despise sexual contact"" in Japan.",true
812,"""More than half of women under 30 who give birth do so outside of marriage...""",true
813,"The Confederate battle flag at the South Carolina statehouse ""must fly at a height of 30 feet. Any changes -- taken down, or even at half-staff, if that can be done -- must be passed by a supermajority of the General Assembly.""",true
814,"""This March, for the first time in human history, the monthly average carbon dioxide in our atmosphere exceeded 400 parts per million. The range had been 170-300 parts per million for hundreds of thousands of years.""",true
815,"""The top 25 hedge fund managers (are) making more than all of America's kindergarten teachers combined.""",true
816,Ninety-seven percent of Americans do not receive subsidies for health care under the Affordable Care Act.,true
817,Georgia residents file the most insurance claims for lightning strikes in the country.,true
818,"47 percent of Americans ""can’t pay for an unexpected $400 expense through savings or credit cards, without selling something or borrowing money.""",true
819,"""We reduced the government workforce by 13,000, 11 percent, during my eight years.""",true
820,"""Our reserves are now in much better shape than they were just a few years ago.""",true
821,"""Fox News barely covered (the Duggar family) scandal until Megyn Kelly was able to secure this interview.""",true
822,"""Since 2010, eight children in Georgia have died due to vehicular heatstroke.""",true
823,"""You can fill out your tax return in Estonia online in five minutes.""",true
824,"""One out of five of our children live in a family that’s on food stamps.""",true
825,"""For the first time in 35 years, we have more businesses dying than we do starting.""",true
826,"""We spend more money on lobbying than we do on campaigns.""",true
827,"A 50-50 public-private split for paying for a new Milwaukee Bucks arena would ""be much better -- in terms of the portion of the public financing -- than most of the other arena projects done around the country.""",true
828,"If you count United States airstrikes against ISIS, ""75 percent of those combat missions return to base without having fired a weapon.""",true
829,"Says Sen. Rand Paul, R-Ky., has stated that supporting the ""right to health care ... means you believe in slavery.""",true
830,Georgia ranks 49th for women serving in elected state and federal offices.,true
831,"Says he was known as ""Veto Corleone"" for cutting spending as Florida governor.",true
832,"""The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.""",true
833,"""Accidents are down 50 percent and injury accidents are down 60 percent"" in the rebuilt Marquette Interchange in Milwaukee.",true
834,"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines.",true
835,"Annual precipitation ""has increased in Rhode Island by over 12 inches in the last century.""",true
836,"Says Mike Huckabee appeared in diabetes infomercials to endorse ""cures and treatments that no health agency supports.""",true
837,The state budget will include scholarship money for minority students as a concession to Senate Democrats for supporting the GOP-initiated transportation bill.,true
838,"""During the Bush administration, you actually had a prominent liberal write a book about how Bush was preparing for a fascist takeover of this country.""",true
839,"An audit shows ""there are 6.5 million people who have active Social Security numbers who are 112 years of age or older,""",true
840,"Wisconsin's non-discrimination law ""doesn't protect members of the trans-gender community.""",true
841,"""When we moved into the White House, we had the lowest net worth of any family since Harry Truman.""",true
842,"""The people of Tiverton have historically supported [gambling measures] at a rate higher than the rest of the state.""",true
843,"""The Iranians are now saying that what we're saying the deal is and what they understand it to be are two different things.""",true
844,Distracted driving such as texting behind the wheel is behind a rise in traffic deaths on Georgia roadways this year.,true
845,"""I’m the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.""",true
846,"""Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.""",true
847,"""Hillary Clinton’s State Department sent three comedians to India on the ‘Make Chai, Not War’ tour.""",true
848,"""The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000.""",true
849,"""We have an 80 percent graduation rate in high school after spending more per student than any country in the world other than Liechtenstein, I think, or Luxembourg and a couple other small countries.""",true
850,"""The fastest-growing part of the Pentagon’s budget are health care expenses.""",true
851,"""More than 30 cents of every state tax dollar goes to Medicaid.""",true
852,"""We are in the sixth year of recovery, and median income is below what it was at the start of the recovery.""",true
853,Wisconsin’s attorney general and state treasurer ordered the daughter of Earth Day founder Gaylord Nelson not to discuss climate change on state time.,true
854,"""You can’t build a Christian church in Saudi Arabia.""",true
855,"Seventy percent of Americans ""don't have a college degree.""",true
856,"Lawmakers were paid for their off-season efforts to, for the first time, take the lead in drawing borders for two would-be cities.",true
857,"""Did you know that the U.S. is one of the very few nations in the world without an official language?""",true
858,"Says he ""paid one dollar for"" a sweater at Kohl’s.",true
859,"""White people control almost 90 percent of the nation's wealth.""",true
860,"Under current conditions, by 2023, the interest payments on the national debt will be $722 billion, larger than the projected defense spending of $696 billion.",true
861,"Liberty University students ""were mandated"" to attend Sen. Ted Cruz’s presidential announcement ""or they would be fined.""",true
862,"Ted Cruz was ""the longest-serving solicitor general in the history of Texas.""",true
863,Uber and other ride-share firms are not required to carry auto insurance under Georgia law.,true
864,"Polling shows that nearly 74 percent of National Rifle Association members ""support requiring background checks for all gun sales.""",true
865,The proposed transportation tax plan revokes a tax-credit for consumers’ electric cars while the state retains similar credits for similar vehicles for businesses.,true
866,"Under legislation that has cleared the Georgia House, some children who are ""legal refugees"" could obtain state scholarships to attend private schools.",true
867,"""Contrary to popular belief, we actually don’t have that many public employees…We are well below average in the number of public employees.’’",true
868,"""Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.""",true
869,"""Already this calendar year, since January 1, we have had more than 20,000 people come across the border, apprehended, unauthorized.""",true
870,"""America produces more oil and gas than any other nation in the world.""",true
871,"Six of the nation’s 10 wealthiest counties, ""according to median income, are in and around the Washington, D.C. area.""",true
872,"""The Clintons' foundation took millions from foreign governments"" including United Arab Emirates and Saudi Arabia.",true
873,"Thirty U.S. cities have Triple A baseball teams and ""virtually everyone of them [is] playing in government owned ballparks.""",true
874,The potential Iran nuclear agreement would limit Iran to the number of centrifuges needed for a weapon but too few for a nuclear power program.,true
875,Georgia’s share of money from the Federal Highway Trust Fund declined 12 percent between 2008 and 2013.,true
876,"Last year, ""we saw the first reduction in the federal prison population in 32 years.""",true
877,"Cigarette butts ""poison babies and small children because of the nicotine in them.""",true
878,"A bill to eliminate Delta Air Lines’ jet fuel tax breaks ""violates federal law and puts the state at risk of losing critical funding from the Federal Aviation Administration.""",true
879,"The Department of Homeland Security is ""the only federal department not funded for this entire fiscal year"" by Congress.",true
880,"""The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S.""",true
881,"""There are countries in Africa where they have higher vaccination rates than here in the United States.""",true
882,The governor’s budget proposal reduces the state austerity cut to education to under $500 million for 2016.,true
883,"""If someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person.""",true
884,"""Measles is one of the most common causes of child blindness worldwide.""",true
885,"Science is ""very certain"" that the measles vaccine doesn't cause autism.",true
886,"""Since I took office, over 319,000 new private sector jobs have been created in Georgia with nearly 93,000 of those coming in the past 12 months.""",true
887,"""GEORGIA ROADWAY FATALITIES THIS YEAR: 59
PLEASE DRIVE SAFELY""",true
888,"Only ""18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.""",true
889,"Since Gov. Nathan Deal office in 2011, the state’s rainy day fund has grown by 643 percent.",true
890,The Republican Party has not won a presidential election without either a Bush or a Nixon on the ticket since 1928.,true
891,"Democrats have ""lost more than 900 state legislators"" since Barack Obama has been president.",true
892,"The merger of Georgia State University and Georgia Perimeter College will make GSU one of the largest universities in the nation, with more than 54,000 students.",true
893,"The economy is ""creating jobs at the fastest pace since 1999.""",true
894,"In President Barack Obama’s 2015 State of the Union address, ""the words ‘al-Qaida’ were never used, the first time those words have not been used in a State of the Union address since February 2001.""",true
895,"""America is No. 1 one in oil and gas.""",true
896,"The religious liberty bill proposed in the Georgia House of Representatives does not specifically exclude corporations, which means they can legally claim a religious exemption.",true
897,"Over the past five years, the American automobile industry has ""created about 500,000 new jobs.""",true
898,"Federal officials declared that grant funds ""could be used only for Milwaukee's streetcar project,"" meaning it ""isn’t possible"" to redirect the money to ""other modes of public transportation or to our public schools.""",true
899,"""Supreme Court 15 times over the last 120 years has said marriage is a fundamental right"" and never said ""it had to be between a man and a woman.""",true
900,Mercedes said high taxes and the cost of doing business in New Jersey worked to Georgia’s advantage in landing the company's USA corporate headquarters.,true
901,"""I belong to the AFL-CIO.""",true
902,"A private company building a natural gas pipeline into Florida ""is being forced to spend months under the review of six federal agencies.""",true
903,"State ""school funding per pupil is down 16 percent compared to 2009, after adjusting for inflation.""",true
904,"""After World War II, we tried, convicted, and, in some cases, executed Japanese soldiers for war crimes that included charges of waterboarding.""",true
905,"""January through November 2014, the year so far, were the hottest first 11 months of any year recorded.""",true
906,"Western Europeans ""can fly in the United States without even having a visa.""",true
907,"""Colorado raked in $60 million in marijuana taxes and licensing fees in the past year.""",true
908,"Only 42 percent of young Georgians have a college certificate or degree, but soon 60 percent of jobs will require some college credential.",true
909,"""We're now the No. 1 producer of oil in the world. We've surpassed Saudi Arabia.""",true
910,"""The President has decided to move forward with executive actions on immigration that he has said on numerous occasions that he didn’t have the constitutional power to take.""",true
911,"""Texas families have kept more than $10 billion in their family budgets since we successfully fought to restore Texas' sales tax deduction a decade ago.""",true
912,"The United States ""decided waterboarding was torture back when we court-martialed American soldiers for waterboarding Philippine insurgents in the Philippine revolution.""",true
913,"Only 20 colleges and universities ""have athletic departments with revenue exceeding expenses.""",true
914,"""My wife is going to be the first Hispanic first lady in the history of Texas.""",true
915,"""We're spending millions for each individual"" held at Guantanamo Bay, Cuba.",true
916,"""My property taxes went down largely because my technical college portion went down 35.5% because of the money we put in at state.""",true
917,"The U.S. has ""5 percent of the world’s population, 25 percent of the world’s known prison population.""",true
918,"""The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.""",true
919,"""Mike Martinez cut a deal with prosecutors to avoid facing possible jail time and stuck us with his $24,657.50 legal bill.""",true
920,"Unlike marijuana, medical cannabis oil cannot get you high.",true
921,"""There are more African American men in prison, jail, on probation or parole than were enslaved in 1850.""",true
922,"Thirty-eight states -- Georgia not included -- have appointed, rather than elected, state school superintendents.",true
923,"At the 50 Milwaukee schools serving ""at least 80% African-American and at least 80% low income"" students, the reading proficiency is 8%.",true
924,"In 2010, uninsured voters made up ""about 5 percent of the electorate.""",true
925,"""Too many"" tattoos ""on visible body parts"" keep some applicants out of the military.",true
926,"Rhode Island's legislature is ""the strongest in the country.""",true
927,Wisconsin is below the national average in wage growth and job growth.,true
928,"""Turkeys today weigh 29.8 pounds. In the ‘30s, they weighed 13.2 pounds.""",true
929,"""Fox News uses photo of a married couple promoting ‘traditional marriage’ and the photo is actually of a same-sex couple.""",true
930,Georgia ranks No. 9 in the rate of women murdered by men.,true
931,"""The president of the United States came in the Tuesday before the election in a ward that went 99% for him in the last election and they couldn't even (increase) the vote there.""",true
932,"Congress has 11 percent approval ratings, yet 96.4 percent of incumbent lawmakers were re-elected in 2014.",true
933,Georgia has led the nation in student fatalities caused by motorists illegally passing stopped school buses.,true
934,"""I’ll be the only economist in the (U.S.) House.""",true
935,I spent only $36.29 on my campaign for governor.,true
936,"""Among the developed nations, we are the least economically and socially mobile country in the world.""",true
937,"The last time Republican U.S. Senate candidates ""beat more than two (incumbents) was 1980.""",true
938,"""Kansas has not elected somebody other than a Republican (to the U.S. Senate) since before 'The Wizard of Oz' hit the movie theaters.""",true
939,"""We have the third-lowest minimum wage … of developed countries.""",true
940,"""Before World War II, very few people actually had health insurance.""",true
941,"Says Sen. Rand Paul’s 2011 budget ""included a big cut in the CDC.""",true
942,"""Governor Carcieri has not been campaigning with me.""",true
943,"A lawyer demanded ""several Houston pastors hand over to the city government many of their private papers, including their sermons.""",true
944,"""Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time.""",true
945,"""In the past three years, we have prosecuted or brought more cases on access to public records than in the previous 12 years combined.""",true
946,Almost every state has offered an insurance plan on its health exchange that does not cover abortion.,true
947,Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.,true
948,"My office sends federal ""money back every year.""",true
949,"Says Rick Scott changed his promise from 700,000 jobs created ""on top of what normal growth would be"" to just 700,000 jobs.",true
950,"Says Scott Brown ""co-sponsored legislation to let employers deny women coverage for birth control.""",true
951,The state’s overall revenues only returned this year to 2007 levels.,true
952,"""TSA WILL ACCEPT DRIVERS PRIV CARDS FOR ID AT THE AIRPORT""",true
953,"Saudi Arabia is ""the only Muslim country out of 47 Muslim-majority countries"" where women cannot get licenses to drive.",true
954,"More women were killed by their husbands or boyfriends since Sept. 11 than ""all the Americans who were killed by 9/11 or in Afghanistan and Iraq.""",true
955,"""We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.""",true
956,"""[When I was mayor] Providence was one of the five renaissance cities of America, according to USA Today in those days. Money magazine said it was the fifth best city to live in in America. In addition to that, All Cities Almanac said in 1994, I believe, that it was the safest city in America.""",true
957,"Says U.S. Rep. Steve Southerland ""voted to keep the shutdown going.""",true
958,"In the last 10 years, Georgia’s middle class income has dropped $6,500.",true
959,"""Countries bombed: Obama 7, Bush 4""",true
960,"""Every time [the people from Newport Tent] work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent.""",true
961,"The U.S. Constitution is ""the oldest written constitution still in use today"" among nations.",true
962,"""The state budget has increased almost $800 million a year in each of the last two years.""",true
963,"""Last week's three most-viewed television programs were Sunday Night Football, Thursday Night Football and Monday Night Football.""",true
964,Says Fox News gave Republican senators twice the air time as Democrats during a hearing about the Islamic State.,true
965,"Since I took office, ""Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary.""",true
966,"""More than three women per day lose their lives at the hands of their partners.""",true
967,"""The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on.""",true
968,"More people are apprehended after illegally crossing the U.S.-Mexico border a week ""than are born in Texas each week.""",true
969,"""Miller Brewing is not a U.S. company any more. Neither is Anheuser-Busch.""",true
970,"""Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate.""",true
971,Opponent Glenn Hegar expressed pride in legislated cuts to public school funding.,true
972,"""We cut our deficits by more than half.""",true
973,"In Georgia, Perdue’s company closed plants and moved jobs to China.",true
974,"""Wisconsin’s dead last in Midwest job growth.""",true
975,"Al Sharpton went to Ferguson, Mo., and is ""declaring as a matter of fact that ... Michael Brown didn't use any deadly force or posed no deadly threat to the officer.""",true
976,"Wisconsin is ""dead last in income growth"" among midwestern states during Gov. Scott Walker’s term.",true
977,"Says President Barack Obama released a statement on the ""death of brother Robin Williams before ... a statement on brother Michael Brown.""",true
978,New Glarus Brewing Co.’s Spotted Cow is available only in Wisconsin.,true
979,The No. 1 cause of death for African-American males 15-34 is murder.,true
980,"""The majority of Austinites rent"" the places they live.",true
981,"""Washington has incentivized the militarization of local police precincts.""",true
982,"Texas prosecutor Rosemary Lehmberg purchased ""72 bottles of vodka in just one store alone, in just over a year.""",true
983,"""Before I was state treasurer, my Rhode Island business helped create over 1,000 jobs.""",true
984,"Says Keene, N.H., requested a ""military-grade armored personnel truck,"" citing their annual Pumpkin Festival as ""a possible target"" for terrorists.",true
985,"Jason Carter backed three of Nathan Deal’s budgets but accuses the governor of ""underfunding education.""",true
986,"Under Mayor Tom Barrett, the number of Milwaukee police officers ""has not increased.""",true
987,The Milwaukee Police Department has seized nearly as many firearms this year as the much larger New York City Police Department.,true
